1.70859-0.9609022i,-0.2991113+0.3385714i,-0.489412-0.1386235i,0.7895491-0.1909903i,0.0785447-0.5014473i,-0.3672467+0.4051203i,0.2334305+0.182245i,0.7689576-1.356772i,0.03261088-0.5161191i,-0.5455257+0.9429443i,-0.8565398+0.5588008i,-0.07901619-0.3408326i,0.02360399+0.093325i,-0.890268-0.6467369i,0.01646345-0.4880281i,-0.1050198+0.01732844i,0.5484874+0.501688i,0.6044248+0.4837362i,0.8144503-1.61173i,1.625099-0.5461827i,1.247844-0.6165357i,-0.2898713-0.4687683i,0.1140206-0.7827427i,0.2394115+1.429866i,-0.1882392-0.301031i,0.5219837-1.015442i,0.3527403+0.5975325i,-0.3347555-0.1582999i,0.4408599+0.6866343i,-0.6116174-0.02617268i,0.6123832+0.0986253i,0.01887495+1.233188i,-0.7243085-0.7766409i,0.01087217-1.031084i,-0.03868763+1.619638i,-0.1972319+1.1768i,0.003925896+0.419679i,0.3353598+1.42884i,0.3285826-0.1724518i,-0.2858009+0.721852i,1.588079-0.1259601i,1.150907+0.1586512i,-0.5920402-0.3589339i,0.9265469-0.02073838i,0.4290984-0.3591695i,-0.7759047-0.7598888i,-0.2321697-0.272587i,-0.31621+0.1311589i,1.166368+0.3372694i,0.2063598-0.1525864i,-0.8254427-0.7001003i,0.2784699-0.06004575i,-0.09796523-0.2336942i,-0.1257531+0.3023419i,0.2309785-0.0009755277i,0.2220519+0.3308682i,-0.2126923-0.3039498i,-0.6732203-0.2190676i,1.445537+1.009369i,1.79978-0.4041594i,-0.003189957+1.164631i,-0.2801307+0.1919477i,0.1916384-0.8495442i,0.732892-1.311462i
-0.5556954-0.428642i,-0.3490455+0.8922037i,1.213093-0.1800528i,-0.01218722+1.127734i,0.9344284-1.21681i,0.6096618-0.3068228i,-1.221045+1.419782i,0.1277242+1.099408i,1.836047+0.5406857i,1.005342+1.227901i,0.4374389+0.7142109i,-0.5722396-0.378269i,0.5739466+1.042251i,1.109014+0.427766i,-0.1248494+1.767215i,-0.8647354-0.1975342i,-1.660675+0.7102969i,0.01142053-0.759335i,-0.1202049+0.2667288i,-0.9704806+0.2990136i,-0.5610182+0.2721746i,-0.8032485-0.1363595i,-0.4838178-0.7844529i,-0.8913771-0.2195757i,0.03027442+0.3880401i,-1.493052-0.6205165i,-0.2468234+0.4199826i,0.2686315+0.009242054i,1.427022+1.239863i,0.1607832-1.279639i,-1.792782-0.1389382i,0.5059444+0.002658628i,0.01079698-0.4844273i,-0.3532535-0.7973719i,0.4376842+0.5720664i,0.4662024+1.264017i,-0.6963995-0.7404982i,1.068724+1.380167i,0.4765865-0.7624764i,0.2677346+1.143309i,0.9323151-0.5215311i,0.429395-0.144649i,-0.2180009-1.432846i,0.1125062+0.1900884i,1.196011+0.5045589i,0.08955935+1.219673i,-0.5828298+0.2130925i,-1.017321-0.2583509i,-0.7025313-0.9650807i,0.762369+0.166911i,-0.2560893+0.06039389i,0.3885353-0.01849986i,-0.563643+0.2550161i,0.4459675-0.03087655i,-1.579069+0.5196865i,0.2434897-0.2286953i,-0.5375852-0.9509632i,-0.01723549+1.165462i,0.5583735-0.7582712i,-0.5031945+0.6464025i,-0.764544+0.3158696i,-0.2268486-0.1082964i,0.5651751-0.005225564i,1.546264+0.3772805i
0.8166856-0.3512061i,-0.6001372-0.2853335i,-1.058086-0.06083484i,0.1087644-0.1140446i,0.348723+0.6501942i,1.630048+0.01980364i,-1.208543-1.02697i,-1.260204-0.5061563i,0.5408145+0.352181i,0.9516538+0.2040487i,0.8958409+0.1235573i,0.87364+0.5262163i,-0.01597037+0.850428i,-0.2012031-0.009245458i,0.4222858+0.0439341i,-0.1541663-0.2262658i,0.9212833-0.8786909i,0.03265639-0.1745559i,0.9115332+0.2293534i,1.124118+0.9306785i,0.5361413+0.5320282i,1.179767-0.09534743i,1.195233-0.7023611i,0.1040449+0.08524353i,0.06678656-0.7718909i,-1.380551+0.1509825i,-1.266027+0.2529067i,-0.4126264+0.5094957i,-0.477952+0.8350914i,-0.3761539+0.6766019i,-0.3217156+0.2960394i,0.9221554-0.7705529i,0.1456435+0.3964958i,0.6396901-0.5058372i,0.1222024-1.001243i,0.2163283+0.6512372i,-0.2797481+0.004272807i,0.1480514-0.191871i,-0.1466786+1.450541i,-0.2827977-0.2837894i,0.1963055-0.5198343i,0.1519796+0.1590471i,-0.1023388+0.7302467i,-0.1140888+0.3367457i,-0.9678744-0.4534638i,-1.536623-0.2125479i,-0.3849297-0.2798596i,0.5510756+0.6509644i,-0.1918969-0.1969981i,-0.005354435+0.4914346i,0.9528198+0.1088467i,-0.4209675-0.9965904i,-0.9696165-0.4420719i,1.33411-1.408726i,-0.2459048-1.016333i,0.1328395-0.8103544i,0.2324527-0.03854584i,0.1000108+0.4003428i,-0.3363847-0.5459456i,-0.7575995+0.3103295i,-0.3047723+0.3140015i,-0.06686278-1.663262i,0.4576046+0.3160522i,0.224907-1.063563i
0.5660491-1.197077i,-0.08424875-0.655749i,-0.6812131+0.7464023i,0.4151528+0.5374632i,-0.03909156+0.888352i,-0.954784-0.5170084i,0.4962821-0.221684i,-0.01818244-0.03095859i,-0.1476338+0.4543621i,0.566987+0.4202631i,1.393831+0.1338968i,0.3770802-0.6695035i,0.1609102+0.3148532i,-0.3721317+0.4156034i,0.7667187+0.5591763i,-0.780204+0.2581034i,0.1169321+0.7349553i,-1.323585-0.4414798i,-2.13197+0.1023643i,0.05113066+0.06202415i,0.3513827-0.003639499i,-1.022268+0.4640011i,-0.3033023+0.9114949i,1.138883+0.03181261i,-0.02235871+0.7465189i,-0.1140668-0.6276141i,0.2246543+0.1678561i,0.4990633-0.08509517i,0.7509419-1.315974i,0.389206-0.6007761i,0.336636+0.554826i,0.8020246+0.3876738i,-1.695915-0.05599051i,0.9029547+0.9815197i,0.6558327+0.6576754i,-0.2392107+0.6907094i,-1.248405+0.6808915i,-0.03853117-0.9352776i,0.8231895+0.137872i,0.7320357-0.7116318i,0.1412127+0.1012298i,-0.8766207-0.2567506i,0.7895405-0.6072329i,-0.6936123-0.1456322i,-0.1493089-0.07794708i,-0.724784+1.501762i,0.8934475+0.2620349i,0.01996884-0.1390111i,-0.7293982-0.5393071i,-0.6551467+0.009663207i,-0.2032897-0.9069796i,0.7813689+0.7643119i,-0.6053807-0.01853776i,-0.3596114+0.4253157i,0.0976812-0.5629833i,-0.4867269-1.613918i,-0.3133283+0.3601922i,0.822253-0.5813385i,-1.944572-0.06220418i,-0.1107046-1.218676i,1.255011-0.8506417i,-0.2550777-0.834671i,0.890072-1.128478i,-0.9024093+0.03127516i
1.076777+0.2876633i,0.2451422-0.3486725i,0.6523061-0.01244786i,0.509624+0.8407864i,-0.06403051+0.8431919i,0.6851991+0.3409928i,0.8901975+0.886614i,-1.352941-1.296631i,-0.09385217-0.9436857i,1.26705+0.6274806i,-0.3387908-0.02105992i,-0.1690392-0.3187612i,0.4421608-0.2434075i,0.02352211+0.1454115i,0.6395651-0.1674521i,-0.6734445-0.01445419i,-0.7397852-0.0429322i,-0.08956559-0.5777063i,-0.7650983-0.4692432i,-0.2394478+0.08772652i,-0.1176392-0.5478789i,-0.02654405-1.5709i,0.04825813+0.02090498i,0.7196749+1.125237i,0.5344046+1.25817i,0.8615342-0.6142951i,0.07656521+0.2335114i,-0.001068999-0.3097794i,-0.8004962+0.6029692i,0.8266438+1.332475i,0.871939+0.3939133i,0.02200984+0.07449163i,-0.498434-1.094887i,-1.191026+0.0725641i,-0.6742352-1.011862i,-0.4545656+0.2527163i,0.1563852+0.4465444i,0.7764785+0.0380789i,-0.352553+0.08619364i,0.1405263-0.5304697i,-0.1351218-0.6818721i,0.568953+0.7342679i,-0.2120138+0.9679501i,-0.4961105-0.9691436i,-0.07813217-0.3773269i,1.555143-0.05211728i,-0.1585175+0.4112756i,0.5746476+0.9373609i,0.8927275-0.4099922i,-1.207464+0.4193016i,1.010691-0.0917431i,-0.001978696+0.6315761i,-1.130253+0.1210802i,0.4850127-0.05659197i,0.04050791+0.7511466i,0.8167769+0.4393986i,-0.9795454-0.5415165i,-1.040036-0.3032185i,0.04308743+0.5908173i,-0.504196-0.2386767i,-0.9813852-1.901867i,-1.553998-0.7640499i,0.05333835-0.1098251i,0.03505446+0.26071i
-0.7671508+0.07696079i,-0.2656682-0.631805i,0.7600008+0.9014183i,0.438076+0.3727816i,0.4602654+0.6254421i,-0.9378217-0.612184i,-0.5955057-1.837271i,0.9532337-0.6504293i,-0.3630013-1.346897i,0.01217578-0.8135663i,0.8673005+0.06971172i,0.3400967-0.5046212i,0.6179086-0.6919095i,0.1342171+0.1060938i,0.1359442-1.523375i,0.696956-0.2931765i,0.1032357-0.1932028i,0.06720252-0.08941182i,-0.1200769+0.03412806i,0.1718386+0.5231653i,-0.1409151-0.5328014i,-0.1094681-0.9067938i,-0.04390442+0.2285497i,-1.28354-0.6049924i,-0.2269548+0.4684862i,1.003504+0.4886197i,-0.1439823-0.5503272i,-1.542492-0.4454451i,0.129146+1.159022i,1.059984+1.415671i,-0.1701892-1.346122i,-0.1248976-0.1962334i,1.144368-0.2140888i,-0.9832029-0.2317009i,-2.211021-0.344423i,-0.0008148027-2.070642i,0.8916237-0.5790933i,0.1153048-0.3886603i,1.161345-0.1223849i,-0.2189987+0.001161671i,1.296958-1.021916i,-0.4958243-0.1851635i,-0.221924+0.05025029i,-0.01482924-0.2051518i,0.001075998+0.4420642i,0.149206-0.9066768i,-0.1526383+0.6061749i,1.185855-0.2008741i,0.08926059-0.07358494i,0.03585599-0.3842328i,-0.2886505-0.01070783i,-0.3503073+0.09434589i,-1.317094-0.4030441i,0.6883907+0.06294475i,0.2986525-0.5380299i,-1.625713-0.3519074i,-1.024494-0.7980549i,1.016977+1.284061i,0.7507638+0.9280617i,0.4756989+0.8781034i,0.3494984-0.0442547i,-0.1359615-0.2494942i,0.3452384-0.03376082i,-0.8203163+0.462728i
0.4775364+0.4148956i,0.04919832-0.7701198i,-1.575416+0.7880415i,-0.3124336+1.135858i,-0.304786+1.118865i,1.125161+0.3827201i,0.6231279+0.7226587i,-0.2967813-1.34955i,-1.367268+0.9385473i,0.4633997+0.7947974i,-1.137513+0.1153411i,0.1407407+0.6032138i,-0.2891348-0.9051819i,-0.9097632+0.2847589i,0.3283426-0.01144653i,-0.5977871+0.1204809i,-0.3656009+0.7241709i,0.001465235-0.06206676i,-0.3763682-1.172288i,-0.6026245+0.9457168i,-0.008784428+0.6248444i,-0.1131193-0.2199379i,0.6803174+0.8700601i,1.0711+0.7525534i,-0.06480197-0.9531299i,0.9637727-1.229302i,-0.1714711+0.5455702i,-0.307191-1.025634i,0.5514815+0.03352561i,0.8517382+1.335026i,0.5020708-0.8737649i,0.5621412+0.4467205i,0.1986994+0.6824849i,-0.04082713-0.5674912i,-0.8093385+0.1834514i,-0.9343827-0.4745681i,0.3520018+0.8141733i,0.006337954-0.6482919i,0.2342363+0.5435889i,0.8441355+0.05593502i,-0.42771+1.188299i,0.08225828+0.6001976i,-1.592085+0.2839498i,0.689156-1.281873i,-0.2466653+0.5213638i,0.7426274+0.09983852i,0.02759031+0.9369966i,-0.8538188+0.5371299i,-0.1158611+0.7062405i,-0.005346435-0.4380721i,0.1448341+0.4474854i,1.352696+0.7781144i,-0.516617-0.1743055i,-0.04993644+1.041191i,1.292056-0.3542896i,0.8867207+0.8087182i,0.1106779+0.5873598i,-0.1050433+1.561194i,-1.282947+0.6654138i,0.7179953+0.04270718i,0.5408925-1.023014i,0.5982449-0.856842i,0.6174712-0.1818519i,-0.4148291-0.2711897i
0.2023502-0.7060986i,-1.023321+1.315121i,0.1369186+0.5803419i,-0.07747918+0.6512089i,-0.8592087+0.6063874i,-0.1754468-0.2212192i,0.2105906-0.07239353i,-0.06849297-0.3803615i,0.02880306+0.911156i,1.448067-0.4863764i,-0.5170191+0.7790309i,0.6991617-0.4216707i,-0.6724281-0.7084789i,-0.2730953-0.3636818i,0.0978279+0.2496362i,-0.9123212-0.9339025i,0.07987559-0.7588631i,0.675442-0.4290424i,0.728393-0.154498i,1.035397-1.181367i,-0.2286449+0.2154028i,-0.3888906-0.9618415i,-0.8349892+1.036115i,0.02444973+0.778181i,-0.2601718+0.357406i,0.5912939+0.2458291i,-1.028637-0.6187063i,0.7630507+0.2153664i,1.618648-0.5011102i,0.1604631+1.451277i,-1.240098-0.008265138i,0.2466757-0.5597588i,2.359631+0.5060834i,-0.5235185+0.2785503i,2.143776+0.3804072i,0.282924-0.5740508i,-0.2877827-0.07627964i,0.9154279+0.4382067i,-0.8375376+0.8592997i,-0.4834677+0.4353011i,0.2610178-0.6077278i,0.67225-0.05549699i,-0.917275+0.924789i,-0.1849934+0.3270853i,-0.6681283-0.7264501i,0.4671386-0.1555269i,0.5357884-0.7098595i,0.09795763+0.09483778i,0.5589895+0.1608857i,-0.9135593-0.2723532i,0.6882312-0.5447993i,0.4186128-1.764854i,-0.3064192-0.01967991i,0.5341373-0.6576017i,0.4440637-1.068574i,0.9292058+1.524052i,-1.364933-0.00340883i,1.113348-0.1570957i,0.04880726-0.7711589i,-0.8976486+0.2898934i,1.070315+0.09264944i,1.283463-0.04975494i,-1.015826+0.6591476i,-0.9915568+0.1735976i
0.1104558-0.36831i,-0.3075604-0.9144464i,-0.2197313-0.020972i,-0.8037339-0.4881554i,0.7491976+0.2993759i,-0.4142006+0.4784257i,0.1722765-0.004801781i,0.05442917+0.1979927i,-0.1013849+1.114919i,0.5793368+1.048225i,0.2424251+0.06101172i,-0.5305057-0.2715251i,1.142853-0.7436571i,-0.07374469-0.8251243i,0.2731181+1.400981i,-0.2353842+0.6724294i,0.1108711-0.3465963i,-0.08992866+0.5443761i,-0.4581468+1.626454i,-0.1801389-0.7856588i,-1.525767-0.5595538i,1.154027+0.6743413i,0.521269+0.3568818i,-0.1128851+0.09374337i,-0.5743009+0.460254i,0.8544096+0.1516195i,0.4825953-0.265539i,-0.9494107+0.09036125i,-0.3508715-0.5134462i,-0.07789856-1.123788i,0.06269162+0.1827146i,0.7111117+0.04289017i,-0.5084054+0.876956i,-0.125869+1.082851i,0.3387686-0.00214853i,-0.4447402+0.134396i,0.6509281-0.35948i,-0.2805676+1.301952i,-0.08722897-0.2988791i,-0.9191682+0.2581607i,0.3004311-0.9820356i,-0.7361387+0.2495521i,1.106529+0.02021341i,-0.3152701+0.6238645i,0.7013822+0.02133493i,-0.7865943+1.456444i,0.1647313+0.3066095i,0.8095811-0.3456437i,-0.5346854+0.02880346i,0.6133-1.316805i,-0.05045173-0.8652352i,0.522394-0.4982243i,-0.6685167+0.3631568i,-0.8592722-0.192319i,0.1572012+0.797657i,0.765682-0.5374163i,-0.6367936-0.5488322i,1.05069-0.629431i,-0.2375932-1.255754i,0.3443393+0.05801601i,0.4842605-0.8010492i,-1.906191-0.5216414i,0.1562765-0.7002471i,0.4832376+0.1369629i
0.4280303+0.6333498i,0.7137518-0.5141611i,-0.9899738+0.8070695i,-0.1791178+0.006492718i,0.5817266-0.1723853i,-1.168967-0.9329873i,-0.5252494+0.1312259i,-0.3428211-0.3031126i,-1.193237+0.7015439i,0.2096934+0.4467712i,-1.12655-0.09287502i,-1.135505-0.6531506i,-0.9906603-0.3560473i,0.3353684+1.225137i,0.1673945+1.593863i,-1.492258+0.1021469i,-1.219313+0.7655341i,0.8839659+1.752991i,-0.06616437+0.5095421i,-0.08248527-0.3774991i,-0.2703184+0.7612563i,0.1744624-0.1574016i,-0.4834918-0.2023185i,0.2517506+0.09912393i,0.3978699+0.8144757i,0.3374752+0.3652271i,0.8389987-0.436418i,0.4677103+0.840292i,-0.07504649-0.1432818i,-0.4487491-0.4204247i,-0.3523312-1.281625i,0.4231982+1.073717i,0.01767077+1.013926i,-1.146823+0.9694534i,-0.7102696+0.4159244i,-0.4979459-0.6549929i,-0.626667-0.3748464i,-0.1611345-0.2522756i,0.953018-0.4970241i,-0.2766358-0.2720445i,-0.8312973+1.182081i,-0.3812095-0.217609i,-0.3871652+0.3799293i,0.009843199-1.534658i,1.137652+0.2743972i,-1.086524-0.4051174i,-0.4424132+2.154947i,0.6098877+0.09566538i,0.2993898-0.9702671i,0.2237096+0.6227712i,0.9560805+1.053799i,-0.4203543-0.09779853i,-0.2733167-0.2858331i,0.249023-1.016676i,-0.4432429-0.3996726i,1.556556+0.8091365i,-1.353872-0.5010748i,-0.1667358+0.7108421i,-0.1288683+0.6905181i,-0.2304545-0.55412i,-0.03772284-0.5693413i,1.929039+0.2270256i,0.327583-0.4556246i,0.5891289+0.09582523i
-0.9203107-1.253396i,0.9395072-0.2880549i,0.3490183-0.5202962i,0.1377934+1.280764i,0.1880197-0.1811196i,0.9762905-0.5903001i,-0.2762597+0.1499349i,-0.7540225-1.650152i,-0.2893712+0.1557877i,-0.2618966-0.2858119i,-0.1778807-0.07160467i,0.5910327-1.586666i,0.7979615+0.7998475i,0.7887301-0.3503725i,-0.01216987+0.2783326i,-0.3946427+0.703373i,-1.05476+1.432709i,0.8707774-0.6659737i,0.4531002+1.745596i,0.3289757+0.2319849i,-0.03395355-0.5145267i,0.9432358-0.7637419i,0.9621067-0.2965234i,0.7592674+0.4483534i,0.183205+0.3000628i,0.6468443-1.283741i,0.356055-0.7071226i,0.5653743-0.4295452i,1.032986+0.5823593i,0.54637+0.5082499i,-0.7827525+0.269179i,-0.04572321+0.8275475i,-0.2343439+0.7812349i,0.4964026-0.03221217i,0.4392874-0.5934671i,0.9536697+0.08845297i,0.7047402-0.07636099i,0.4450338+0.1022051i,0.09925599+0.6819437i,0.2798328+0.3955572i,-0.6482086-0.4853757i,-1.443704+0.8616567i,-0.2525572+0.2051319i,-0.2701797-0.2749443i,0.4134371+0.07052363i,-0.3578959-0.5333214i,-0.7379702-0.4528947i,0.3926456-0.3699442i,-1.151902-0.9700287i,0.8621471+0.4649683i,-1.5804-0.02705671i,1.224279-0.2208474i,-0.2781277+0.1229592i,-0.8521625+0.5187197i,-0.3143053+0.3271829i,0.1264936-0.4294653i,0.4867227-0.5093881i,0.4165301-0.7155951i,-0.09157309-0.4874949i,-1.175313+0.4826858i,-0.7564525+0.5716752i,0.2575578+0.7903699i,0.8831691-0.730915i,-0.3204586+0.7308205i
0.3611401-0.5863995i,0.5713868+0.1310547i,-0.5598497-0.4865638i,-0.171437-0.7220719i,-0.478739-0.5929782i,-0.1787474+0.896263i,-0.5713323-0.09885049i,0.4427272-0.4145434i,1.075413-0.4093561i,1.021813-0.1902882i,-0.05985832+0.3931253i,0.104297-0.2306198i,0.990956-1.562466i,-0.7445273+0.0556927i,-0.08041111+0.3664916i,-0.03498715-0.5873255i,-0.3270377+0.3375598i,0.775325-0.412006i,-0.008325478+0.7401397i,1.279956-0.07141303i,0.3473908-0.1454002i,0.5066638-0.9101026i,0.6566793+0.1761356i,0.3124782-0.01635307i,-1.664045-0.2063557i,-0.7908124-0.4358309i,0.4878614-0.3944084i,-0.3298256+0.6266457i,0.3684438-0.1932099i,0.5771396-0.6937662i,0.5719374-0.6457197i,-0.6575533+0.1275223i,0.2566796+0.3178388i,-0.250762-1.504198i,0.09771687-0.3293497i,0.5372336-2.030338i,0.1852878+0.2415459i,-0.4515305-1.048017i,-0.1077356-0.5710376i,0.172332+0.8369901i,-0.2035581+0.5972314i,-0.3619521+0.180694i,1.435325-1.296807i,0.04760364-1.081079i,-0.3465151+0.7764285i,-0.7137999+0.2980213i,0.09395287+0.04222653i,-0.4274362+1.337989i,1.206009-0.5308416i,0.5973809-0.05619312i,1.480424+1.202802i,0.1575411+0.10044i,-0.0453119-0.1588231i,0.3716049+0.9976775i,-0.1348856-0.8091893i,-0.1421165+0.1388898i,0.7150485-0.3617136i,-0.2562134+0.5280835i,0.02980727+0.4633651i,2.539552+0.4852425i,-0.1193615+0.3226081i,-0.3143136+0.6645048i,0.2090733-0.4008622i,0.8616195-0.0408342i
-1.67996+1.1503i,0.4283186+0.4084557i,1.123599+0.2665014i,-0.6467265+0.008574793i,0.3897952+0.3174321i,0.4144884-0.4572105i,0.303828-0.3156613i,-0.3912668+1.112687i,0.447306+1.115772i,0.8032287+0.1595807i,-0.5371916-1.34778i,-0.9003841+0.9996288i,1.020499-1.173334i,-0.350123+0.2343412i,0.4139062-0.6193426i,0.1900053+0.195889i,0.5260624+0.01450522i,-0.05487008-0.9248541i,-0.4172318+0.08104543i,0.5611539-0.9504113i,-0.09891005+0.0538901i,-1.005729+0.8579273i,-1.273731-0.2997491i,-0.3596288+0.7161653i,-0.06588341-0.05701211i,0.2824012-0.2714816i,1.924142+2.435695i,0.969156+0.957404i,0.6551155-0.3418536i,1.168862+0.04946055i,0.566562+0.837061i,-0.5364263+1.012483i,-0.1406006-0.1184806i,0.3463641+0.05382564i,0.4770162-0.3981441i,-0.1864134-0.6289543i,-0.9714462+1.084222i,0.03669822-0.5029269i,-1.03386+0.5434553i,0.9649627-0.4756228i,0.1517788+0.8623628i,-0.3297269-1.496408i,-0.7077414-1.192442i,0.201996+0.1787443i,1.56169+0.6341354i,0.5826488-0.9232979i,-0.3698721+0.2442628i,-1.168894-0.04745141i,-1.100275+0.3123086i,-1.028858-0.2010328i,-1.037755+0.4527438i,0.208589+1.275322i,1.614991+1.207291i,0.2244887-0.08103487i,0.2647851-0.3252907i,0.707118-0.2287489i,0.7148106-0.1176933i,0.00967301+1.223953i,-0.7365345-0.2738947i,0.333476+0.130202i,-0.009159875+1.001668i,-0.0241771-0.3686065i,-1.268891+0.03466772i,0.5167238-0.5146246i
0.0384615+0.2566993i,-0.5029531+0.03897906i,0.3350261+0.1823532i,0.5208856-0.6695898i,-0.6049542+0.2714248i,0.8140132-0.6558494i,-0.7920383+0.07739931i,0.06780032-0.4051317i,0.1590112+1.070886i,-0.8103243-0.1916492i,-1.16651+0.7445877i,-0.4960906-0.3446847i,-0.4329778-0.6084929i,-0.05973904-1.208402i,0.8707253+1.236742i,0.5843576+0.2936659i,-0.7526352+0.3613243i,-0.004029575-0.617934i,1.230114-1.089985i,-0.1466684-2.172251i,0.247981+0.1628062i,0.7517862+0.3163167i,-0.1726149-0.2011376i,-0.3435832-0.1107414i,1.052963-1.04222i,-1.11399-0.2292352i,0.7964159+0.3118517i,0.3707868-0.3250749i,1.795285+0.808428i,0.5874206+1.389987i,-0.6518506+0.1393778i,-1.26241-0.8614556i,1.686062-0.01418874i,0.722635+0.1086535i,-0.218648+0.3860213i,-0.5223321-0.9035687i,0.1003791-0.7274145i,-1.454354+0.9700922i,1.156135-0.3556566i,-1.131495-1.414744i,-0.2610111-0.1029799i,0.6007063+0.8932774i,0.6133397-0.4798552i,1.364519-0.8919109i,0.5081183+0.5316263i,0.8692007+1.047548i,1.43961-1.062079i,0.9106032-0.2517785i,0.1658492-0.03639272i,0.2011408+0.09560767i,0.5722243+0.8710523i,-0.0517857+0.1652191i,0.3166966+1.475213i,0.9042144-0.2164403i,0.2118907-0.3441266i,-0.002032091+1.406054i,0.3771152+0.1881722i,-0.4763638-0.2491847i,-0.3791809-0.1460897i,-0.2486836+1.12723i,0.5735701-0.478037i,-1.233972+0.07359245i,-0.7025949+0.2455301i,0.448954-0.07257662i
-0.08909605-0.005296875i,0.1943736+0.9522445i,-0.427489+1.126846i,0.5190696+1.457722i,-0.8068906+0.3867843i,0.2315399+0.38594i,-1.313903+0.1478385i,1.282869-0.1455671i,-0.08950606+0.4854018i,-1.305098-0.7253808i,0.1077067+0.4371361i,-0.08847138-0.2878486i,-1.329453+0.04428457i,1.062391+0.3501931i,0.3484865-0.1302469i,0.1029167+0.4071123i,1.013828+0.5957401i,-0.4667554+0.2486007i,-0.9328017-0.8387392i,0.4751816+0.8326253i,-0.3076071+0.384293i,-0.5273929+0.6413583i,-0.670537+0.2103446i,-0.1031687-0.5442205i,-0.2381673+0.3413363i,0.08506547-1.609619i,0.632006+0.7724096i,0.3761279+0.2065984i,0.6929005-0.2375259i,-0.1900832-0.3482642i,-0.7073011-0.08373145i,-0.5544817+0.1027128i,-0.8155954-0.4861833i,0.6087673-1.10654i,0.3913895-0.6673725i,-1.617582-0.5157174i,-0.1476316-0.4934372i,0.3607828-0.03448334i,0.5680339+0.5031217i,0.6065485+1.582851i,-0.8656952+0.6557655i,0.1352904+1.326619i,0.5862281+0.06849937i,-1.697451-0.8314041i,0.4025257-0.8214746i,-1.271396+0.829015i,-0.2776811-0.00994524i,0.8926796+0.5793805i,0.4038097-0.1617032i,-0.7225876-0.2274552i,-0.4351594+0.4085435i,0.3213426+0.3408176i,-0.6084989+0.3797386i,-0.749371+0.8732877i,0.2164349-0.2689601i,0.9789653+0.5513821i,-0.2277467-0.6814492i,-0.4409934-1.591888i,0.8415471+0.1080095i,-0.01350378+1.180727i,-0.3613907+0.4438479i,0.2477731+0.08379719i,-1.413051+0.07869967i,0.3577487+0.09660982i
0.783132+0.8128459i,0.7637761+1.213013i,1.071449+0.3077929i,-0.7924618-0.09529864i,-1.732762-0.5342867i,1.873183+0.6755649i,-0.2088573+0.3409382i,-0.3656563+0.723096i,0.1589279+1.124642i,-0.7366208-0.2461872i,0.4853694+0.0006275219i,-0.9766361-1.355318i,-0.8621109-0.07737599i,0.1003163+0.5282703i,0.3178481-0.3325278i,-0.002108585+0.8859609i,-0.4436152-0.5472785i,-0.1277673-0.8185937i,-0.4219624-0.757708i,-0.9730031-0.2730062i,1.389967+1.073122i,0.7108192+1.284952i,0.07936694+0.8712581i,-0.64525+0.977062i,-0.1227286+0.3778934i,-0.9894541+2.258126i,-0.1552589+0.5702295i,0.1383298-0.3069558i,-0.4712022+0.2908873i,-0.4082054-0.2383769i,-0.3625281+0.6765238i,-0.5046265-0.4584261i,-0.05447474+0.5593754i,0.4644502-0.644065i,0.1275376+1.006325i,0.04128255-1.110555i,0.7612242+0.4130549i,0.2051325+0.4895377i,0.6119154+0.5990387i,1.357514-0.02183967i,0.5338757-0.5212045i,0.6207522+0.2097182i,1.055905-0.003445503i,-1.057137-0.2764781i,-0.370739+0.2192003i,-0.6403902-1.066785i,-0.1232355+1.146268i,-1.789722+0.4050594i,-1.259857-0.9137458i,0.147146-1.350338i,0.1750976-0.5226767i,-0.8397753+0.7077826i,0.01210369+0.1112735i,-0.4355802-0.1120003i,0.170691+1.023502i,0.03937811-0.6847023i,0.2245191+0.2707102i,0.2774481+0.9723763i,1.747817-1.307705i,0.09216452-0.3184864i,0.5480372+1.214581i,0.6202458-0.3410984i,-0.3619026-0.5113978i,0.7435417+0.1481481i
